Zipcode,Total,Black,White,NotHisp_Latino,Hisp_Latino,geoid,Median_Income,Below_Poverty_Percent,Below_Poverty_Total,Updated
33493,5532.0,2997.0,2381.0,4241.0,1291.0,86000US33493,41518.0,30.48,510.0,No
33496,22530.0,712.0,20759.0,19394.0,3136.0,86000US33496,136283.0,6.3,1416.0,No
33497,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33498,15150.0,370.0,13370.0,12600.0,2550.0,86000US33498,121316.0,4.95,749.0,No
33499,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33503,162.0,0.0,130.0,122.0,40.0,86000US33503,N/A,9.88,16.0,No
33508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33509,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33510,29574.0,5784.0,21314.0,21386.0,8188.0,86000US33510,66282.0,10.77,3159.0,No
33511,58833.0,11627.0,43145.0,43448.0,15385.0,86000US33511,66996.0,10.48,6100.0,No
33513,12713.0,1321.0,10923.0,11021.0,1692.0,86000US33513,48199.0,15.97,1669.0,No
33514,2717.0,526.0,2515.0,2365.0,352.0,86000US33514,52778.0,10.39,280.0,No
33521,557.0,320.0,221.0,524.0,33.0,86000US33521,42000.0,10.95,61.0,No
33523,18835.0,2049.0,16345.0,14080.0,4755.0,86000US33523,54123.0,16.47,3075.0,No
33524,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33525,20576.0,1563.0,18285.0,17368.0,3208.0,86000US33525,62439.0,15.47,2976.0,No
33526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33527,15092.0,791.0,12800.0,10597.0,4495.0,86000US33527,73136.0,21.55,3242.0,No
33530,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33534,17123.0,3290.0,12377.0,10972.0,6151.0,86000US33534,64640.0,19.92,3396.0,No
33537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33538,4728.0,54.0,4574.0,4556.0,172.0,86000US33538,49648.0,17.75,836.0,No
33539,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33540,8652.0,209.0,8312.0,7579.0,1073.0,86000US33540,53646.0,20.37,1738.0,No
33541,21612.0,1854.0,19004.0,19412.0,2200.0,86000US33541,51066.0,17.17,3593.0,No
33542,22057.0,991.0,20546.0,18920.0,3137.0,86000US33542,45793.0,18.25,3968.0,No
33543,28156.0,3434.0,22496.0,22021.0,6135.0,86000US33543,93199.0,8.21,2303.0,No
33544,28187.0,2884.0,23665.0,21939.0,6248.0,86000US33544,89679.0,5.18,1447.0,No
33547,25907.0,1792.0,22925.0,22414.0,3493.0,86000US33547,118833.0,6.01,1542.0,No
33548,7222.0,509.0,6481.0,6140.0,1082.0,86000US33548,126784.0,5.22,377.0,No
33549,17998.0,1192.0,15257.0,14642.0,3356.0,86000US33549,88082.0,7.3,1306.0,No
33550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33556,23182.0,1623.0,20179.0,20263.0,2919.0,86000US33556,116552.0,4.51,1045.0,No
33558,24248.0,1596.0,21301.0,19569.0,4679.0,86000US33558,112988.0,4.64,1122.0,No
33559,18473.0,2587.0,14596.0,14786.0,3687.0,86000US33559,81485.0,11.28,2066.0,No
33563,28033.0,5396.0,19071.0,17416.0,10617.0,86000US33563,53672.0,18.11,5042.0,No
33564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33565,17864.0,426.0,16107.0,14247.0,3617.0,86000US33565,63750.0,15.91,2829.0,No
33566,21505.0,1007.0,18809.0,15322.0,6183.0,86000US33566,76492.0,11.21,2394.0,No
33567,12195.0,1264.0,9756.0,8201.0,3994.0,86000US33567,65859.0,18.3,2230.0,No
33568,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33569,28442.0,4373.0,21533.0,22214.0,6228.0,86000US33569,81926.0,9.66,2733.0,No
33570,29967.0,4211.0,20654.0,18017.0,11950.0,86000US33570,59730.0,18.83,5616.0,No
33571,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33572,20380.0,1635.0,17290.0,17257.0,3123.0,86000US33572,104277.0,6.52,1327.0,No
33573,23170.0,1802.0,20946.0,21625.0,1545.0,86000US33573,68279.0,8.55,1949.0,No
33574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33576,4543.0,122.0,4399.0,4250.0,293.0,86000US33576,76324.0,8.51,383.0,No
33583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33584,26798.0,4373.0,21262.0,20910.0,5888.0,86000US33584,72113.0,14.85,3949.0,No
33585,1133.0,54.0,1015.0,1041.0,92.0,86000US33585,63705.0,4.03,45.0,No
33586,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33587,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33592,11546.0,1731.0,9673.0,10386.0,1160.0,86000US33592,55292.0,17.1,1957.0,No
33593,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33594,34941.0,4685.0,27637.0,26619.0,8322.0,86000US33594,74306.0,8.68,3029.0,No
33595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33597,7702.0,609.0,6962.0,6910.0,792.0,86000US33597,53387.0,18.89,1444.0,No
33598,20053.0,2134.0,11199.0,10205.0,9848.0,86000US33598,67648.0,15.8,3136.0,No
33601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33602,15586.0,3059.0,11735.0,12528.0,3058.0,86000US33602,118676.0,16.87,2610.0,No
33603,21366.0,6132.0,14735.0,14609.0,6757.0,86000US33603,58554.0,24.46,5196.0,No
33604,39604.0,11143.0,27734.0,23326.0,16278.0,86000US33604,50730.0,22.23,8744.0,No
33605,17655.0,10047.0,7459.0,12772.0,4883.0,86000US33605,30842.0,36.32,6361.0,No
33606,20576.0,1468.0,18239.0,17870.0,2706.0,86000US33606,129766.0,10.91,1872.0,No
33607,24384.0,6613.0,16357.0,12949.0,11435.0,86000US33607,54605.0,22.32,5435.0,No
33608,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33609,18367.0,814.0,16480.0,13493.0,4874.0,86000US33609,110109.0,12.64,2318.0,No
33610,46799.0,27571.0,17696.0,36923.0,9876.0,86000US33610,42122.0,25.65,11885.0,No
33611,33070.0,2510.0,28751.0,27555.0,5515.0,86000US33611,97317.0,9.15,2998.0,No
33612,51745.0,17917.0,30746.0,32357.0,19388.0,86000US33612,41617.0,29.72,15267.0,No
33613,36270.0,7643.0,24420.0,24132.0,12138.0,86000US33613,44956.0,29.3,10389.0,No
33614,49060.0,7487.0,38273.0,16302.0,32758.0,86000US33614,44049.0,19.6,9495.0,No
33615,47512.0,5778.0,38073.0,22954.0,24558.0,86000US33615,55415.0,14.62,6912.0,No
33616,16781.0,2673.0,13137.0,14115.0,2666.0,86000US33616,81098.0,14.97,2500.0,No
33617,47441.0,19137.0,26198.0,35550.0,11891.0,86000US33617,45611.0,23.32,10858.0,No
33618,27352.0,2327.0,23178.0,19676.0,7676.0,86000US33618,96310.0,6.87,1865.0,No
33619,40092.0,16422.0,20308.0,25543.0,14549.0,86000US33619,44698.0,21.52,8072.0,No
33620,5318.0,882.0,4084.0,4398.0,920.0,86000US33620,N/A,100.0,11.0,No
33621,2751.0,891.0,1864.0,2268.0,483.0,86000US33621,72604.0,2.61,63.0,No
33622,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33623,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33624,39803.0,4090.0,33066.0,25981.0,13822.0,86000US33624,80283.0,7.85,3109.0,No
33625,27305.0,3785.0,21846.0,18117.0,9188.0,86000US33625,75513.0,10.85,2960.0,No
33626,30743.0,1547.0,25786.0,25226.0,5517.0,86000US33626,123539.0,4.1,1260.0,No
33629,27061.0,476.0,25553.0,23926.0,3135.0,86000US33629,163491.0,4.55,1226.0,No
33630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33631,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33633,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33634,22719.0,4057.0,17188.0,11092.0,11627.0,86000US33634,62564.0,16.58,3762.0,No
33635,18650.0,1718.0,15304.0,12608.0,6042.0,86000US33635,74282.0,16.61,3096.0,No
33637,17555.0,4717.0,11695.0,13798.0,3757.0,86000US33637,61167.0,15.43,2702.0,No
33647,71004.0,13306.0,46216.0,59158.0,11846.0,86000US33647,106075.0,8.34,5903.0,No
33650,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33655,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33660,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33661,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33662,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33663,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33672,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33673,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33674,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33677,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33679,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33680,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33681,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33682,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33684,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33685,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33686,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33687,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33688,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33689,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33690,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33694,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33697,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33701,15728.0,2985.0,12834.0,14498.0,1230.0,86000US33701,90878.0,17.16,2545.0,No
33702,32019.0,3846.0,26898.0,29479.0,2540.0,86000US33702,73283.0,10.81,3409.0,No
33703,25699.0,1278.0,23662.0,23397.0,2302.0,86000US33703,97596.0,7.55,1929.0,No
33704,16982.0,618.0,16105.0,15809.0,1173.0,86000US33704,124757.0,7.13,1203.0,No
33705,28857.0,15943.0,12758.0,27394.0,1463.0,86000US33705,65873.0,22.72,6485.0,No
33706,16321.0,218.0,15595.0,15428.0,893.0,86000US33706,102708.0,6.58,1073.0,No
33707,24767.0,2072.0,22270.0,23149.0,1618.0,86000US33707,69233.0,10.92,2655.0,No
33708,16083.0,268.0,15547.0,15137.0,946.0,86000US33708,83996.0,9.38,1507.0,No
33709,24619.0,1565.0,21002.0,22122.0,2497.0,86000US33709,56933.0,14.68,3533.0,No
33710,34222.0,2802.0,30616.0,30558.0,3664.0,86000US33710,77995.0,8.65,2935.0,No
33711,19706.0,10460.0,8973.0,18536.0,1170.0,86000US33711,60061.0,17.2,3102.0,No
33712,24738.0,17264.0,7113.0,23686.0,1052.0,86000US33712,55407.0,19.29,4710.0,No
33713,32348.0,3688.0,25481.0,28840.0,3508.0,86000US33713,69638.0,13.17,4227.0,No
33714,21866.0,3443.0,16845.0,19591.0,2275.0,86000US33714,44471.0,22.87,4978.0,No
33715,7296.0,65.0,7114.0,6985.0,311.0,86000US33715,105607.0,5.25,383.0,No
33716,18242.0,3309.0,13883.0,15939.0,2303.0,86000US33716,79207.0,13.93,2498.0,No
33729,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33730,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33731,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33732,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33733,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33734,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33736,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33737,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33738,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33740,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33742,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33743,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33744,122.0,34.0,88.0,111.0,11.0,86000US33744,N/A,83.58,56.0,No
33747,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33755,26616.0,6782.0,18999.0,20648.0,5968.0,86000US33755,45884.0,23.76,6300.0,No
33756,33971.0,4981.0,28038.0,28410.0,5561.0,86000US33756,61314.0,18.39,6124.0,No
33757,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33758,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33759,18236.0,1457.0,16347.0,15072.0,3164.0,86000US33759,75554.0,10.78,1927.0,No
33760,17336.0,3175.0,12634.0,14081.0,3255.0,86000US33760,55985.0,18.91,3191.0,No
33761,19794.0,728.0,18236.0,18098.0,1696.0,86000US33761,77270.0,8.32,1636.0,No
33762,8355.0,1164.0,6768.0,7547.0,808.0,86000US33762,98681.0,14.39,906.0,No
33763,19730.0,1080.0,18136.0,16828.0,2902.0,86000US33763,61490.0,11.3,2209.0,No
33764,27320.0,1435.0,24653.0,25141.0,2179.0,86000US33764,74711.0,9.79,2656.0,No
33765,14744.0,1433.0,12735.0,11330.0,3414.0,86000US33765,66250.0,15.07,2199.0,No
33766,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33767,7452.0,147.0,7075.0,7092.0,360.0,86000US33767,110833.0,11.04,823.0,No
33769,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33770,26627.0,1956.0,24147.0,24323.0,2304.0,86000US33770,62366.0,14.05,3716.0,No
33771,30365.0,2009.0,27573.0,25427.0,4938.0,86000US33771,52327.0,11.32,3361.0,No
33772,23125.0,697.0,21861.0,21137.0,1988.0,86000US33772,71237.0,9.37,2133.0,No
33773,17595.0,627.0,15302.0,16453.0,1142.0,86000US33773,74461.0,10.45,1820.0,No
33774,18097.0,1695.0,16279.0,17065.0,1032.0,86000US33774,70613.0,13.28,2391.0,No
33775,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33776,13573.0,291.0,12949.0,13053.0,520.0,86000US33776,95840.0,3.17,429.0,No
33777,16748.0,929.0,15481.0,15672.0,1076.0,86000US33777,85602.0,8.45,1387.0,No
33778,14582.0,1837.0,12321.0,13570.0,1012.0,86000US33778,70732.0,10.24,1481.0,No
33779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33780,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33781,24856.0,2209.0,20102.0,21103.0,3753.0,86000US33781,54043.0,17.36,4286.0,No
33782,23443.0,1911.0,19853.0,21022.0,2421.0,86000US33782,65755.0,9.86,2283.0,No
33784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33785,5432.0,39.0,5322.0,5251.0,181.0,86000US33785,105375.0,10.38,564.0,No
33786,1565.0,38.0,1502.0,1433.0,132.0,86000US33786,124500.0,8.69,136.0,No
33801,34370.0,5735.0,27185.0,27825.0,6545.0,86000US33801,43914.0,28.3,8934.0,No
33802,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33803,29460.0,2641.0,25569.0,25024.0,4436.0,86000US33803,60627.0,10.68,3114.0,No
33804,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33805,25529.0,10128.0,13536.0,20657.0,4872.0,86000US33805,39460.0,30.67,7667.0,No
33806,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33809,30347.0,3256.0,25846.0,25944.0,4403.0,86000US33809,64392.0,11.64,3495.0,No
33810,51139.0,8379.0,41251.0,42928.0,8211.0,86000US33810,63522.0,12.72,6432.0,No
33811,22293.0,1907.0,19643.0,18725.0,3568.0,86000US33811,73892.0,8.69,1935.0,No
33812,12998.0,1194.0,11060.0,11426.0,1572.0,86000US33812,91094.0,4.95,640.0,No
33813,38214.0,2067.0,34529.0,32716.0,5498.0,86000US33813,92760.0,3.81,1451.0,No
33815,15148.0,4161.0,8810.0,10135.0,5013.0,86000US33815,41558.0,22.86,3450.0,No
33820,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33823,33615.0,3639.0,29319.0,28122.0,5493.0,86000US33823,56367.0,18.61,6206.0,No
33825,26420.0,5216.0,18120.0,20129.0,6291.0,86000US33825,47460.0,24.95,6083.0,No
33826,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33827,3062.0,287.0,2747.0,2831.0,231.0,86000US33827,64415.0,13.96,390.0,No
33830,28884.0,6656.0,21391.0,23699.0,5185.0,86000US33830,63622.0,17.11,4824.0,No
33831,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33834,7524.0,983.0,5525.0,4166.0,3358.0,86000US33834,53583.0,25.05,1459.0,No
33835,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33836,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33837,30634.0,3869.0,25347.0,20046.0,10588.0,86000US33837,63528.0,13.75,4184.0,No
33838,4358.0,1319.0,3147.0,2735.0,1623.0,86000US33838,46200.0,24.12,1051.0,No
33839,3356.0,229.0,3082.0,2515.0,841.0,86000US33839,62833.0,16.75,562.0,No
33840,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33841,8969.0,1312.0,7112.0,6289.0,2680.0,86000US33841,56838.0,15.02,1338.0,No
33843,11032.0,1223.0,9576.0,8172.0,2860.0,86000US33843,50191.0,15.87,1536.0,No
33844,36701.0,8516.0,27205.0,21536.0,15165.0,86000US33844,45162.0,19.68,7165.0,No
33845,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33846,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33847,176.0,13.0,155.0,154.0,22.0,86000US33847,70208.0,15.91,28.0,No
33848,1022.0,38.0,750.0,257.0,765.0,86000US33848,56028.0,38.39,382.0,No
33849,1171.0,0.0,1025.0,1103.0,68.0,86000US33849,46211.0,28.04,318.0,No
33850,8324.0,1689.0,6047.0,7369.0,955.0,86000US33850,53623.0,19.75,1644.0,No
33851,1153.0,43.0,1087.0,828.0,325.0,86000US33851,52375.0,8.5,98.0,No
33852,21099.0,1143.0,19240.0,15681.0,5418.0,86000US33852,44947.0,22.09,4628.0,No
33853,11649.0,3376.0,8281.0,9174.0,2475.0,86000US33853,55092.0,21.57,2474.0,No
33854,294.0,27.0,267.0,130.0,164.0,86000US33854,N/A,28.23,83.0,No
33855,0.0,0.0,0.0,0.0,0.0,86000US33855,N/A,N/A,N/A,No
33856,270.0,22.0,241.0,263.0,7.0,86000US33856,30781.0,0.0,0.0,No
33857,2377.0,0.0,2158.0,1416.0,961.0,86000US33857,32617.0,31.93,759.0,No
33858,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33859,11025.0,2017.0,9000.0,8767.0,2258.0,86000US33859,49254.0,14.72,1514.0,No
33860,26893.0,2685.0,20830.0,18516.0,8377.0,86000US33860,54316.0,15.47,4119.0,No
33862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33863,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33865,958.0,95.0,863.0,461.0,497.0,86000US33865,55333.0,25.99,249.0,No
33867,327.0,0.0,327.0,277.0,50.0,86000US33867,40192.0,14.98,49.0,No
33868,12081.0,872.0,10820.0,10428.0,1653.0,86000US33868,57723.0,14.58,1514.0,No
33870,22284.0,3675.0,16986.0,18357.0,3927.0,86000US33870,43011.0,22.64,4822.0,No
33871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33872,15923.0,1053.0,13703.0,13776.0,2147.0,86000US33872,52725.0,10.05,1588.0,No
33873,14162.0,1034.0,11724.0,8217.0,5945.0,86000US33873,49861.0,23.47,3285.0,No
33875,11522.0,475.0,10816.0,9960.0,1562.0,86000US33875,63356.0,5.88,675.0,No
33876,4888.0,161.0,4707.0,4064.0,824.0,86000US33876,63100.0,8.43,411.0,No
33877,618.0,246.0,618.0,618.0,0.0,86000US33877,N/A,0.0,0.0,No
33880,40519.0,7626.0,31922.0,29697.0,10822.0,86000US33880,50872.0,18.77,7562.0,No
33881,34340.0,11147.0,22583.0,29439.0,4901.0,86000US33881,49479.0,22.61,7732.0,No
33882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33884,32019.0,2966.0,27936.0,27773.0,4246.0,86000US33884,66582.0,9.52,2999.0,No
33885,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33890,4773.0,86.0,4268.0,2688.0,2085.0,86000US33890,41897.0,24.13,1146.0,No
33896,11654.0,1595.0,9470.0,7914.0,3740.0,86000US33896,60989.0,12.0,1391.0,No
33897,22752.0,2200.0,18734.0,14330.0,8422.0,86000US33897,62336.0,10.63,2414.0,No
33898,16931.0,1990.0,14702.0,14416.0,2515.0,86000US33898,47945.0,19.49,3300.0,No
33901,21364.0,4960.0,14738.0,16917.0,4447.0,86000US33901,59556.0,19.34,3922.0,No
33902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33903,22657.0,986.0,20981.0,19592.0,3065.0,86000US33903,57289.0,14.77,3329.0,No
33904,31086.0,972.0,29556.0,26569.0,4517.0,86000US33904,67263.0,10.56,3266.0,No
33905,37492.0,3153.0,31476.0,26897.0,10595.0,86000US33905,58616.0,14.47,5227.0,No
33906,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33907,24429.0,2961.0,19929.0,16760.0,7669.0,86000US33907,54830.0,19.13,4586.0,No
33908,36513.0,675.0,34507.0,33149.0,3364.0,86000US33908,86094.0,11.33,4031.0,No
33909,31750.0,2620.0,27788.0,22702.0,9048.0,86000US33909,64964.0,9.81,3112.0,No
33910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33912,18646.0,140.0,17331.0,17126.0,1520.0,86000US33912,93814.0,4.98,921.0,No
33913,25497.0,1405.0,22028.0,22466.0,3031.0,86000US33913,104667.0,6.17,1477.0,No
33914,38281.0,1538.0,35207.0,32013.0,6268.0,86000US33914,79206.0,8.47,3230.0,No
33915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33916,24907.0,9928.0,11269.0,16341.0,8566.0,86000US33916,40678.0,25.39,6279.0,No
33917,30049.0,1168.0,28573.0,27613.0,2436.0,86000US33917,63941.0,16.27,4847.0,No
33918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33919,30330.0,966.0,28040.0,27708.0,2622.0,86000US33919,75286.0,8.11,2452.0,No
33920,6243.0,426.0,5748.0,5642.0,601.0,86000US33920,82250.0,5.45,340.0,No
33921,813.0,156.0,670.0,773.0,40.0,86000US33921,123008.0,10.36,84.0,No
33922,4108.0,323.0,3732.0,3847.0,261.0,86000US33922,53614.0,14.05,577.0,No
33924,195.0,51.0,132.0,157.0,38.0,86000US33924,2499.0,51.79,101.0,No
33927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33928,25141.0,468.0,23648.0,23657.0,1484.0,86000US33928,92592.0,6.34,1592.0,No
33930,930.0,0.0,930.0,225.0,705.0,86000US33930,52957.0,18.17,169.0,No
33931,10566.0,20.0,10448.0,10348.0,218.0,86000US33931,74232.0,10.59,1117.0,No
33932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33935,23513.0,1934.0,21112.0,11283.0,12230.0,86000US33935,41476.0,21.54,4988.0,No
33936,24517.0,2727.0,20840.0,13334.0,11183.0,86000US33936,47151.0,25.53,6259.0,No
33938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33944,219.0,0.0,219.0,219.0,0.0,86000US33944,N/A,0.0,0.0,No
33945,0.0,0.0,0.0,0.0,0.0,86000US33945,N/A,N/A,N/A,No
33946,2104.0,0.0,2104.0,2092.0,12.0,86000US33946,104615.0,5.75,121.0,No
33947,9096.0,56.0,8786.0,8813.0,283.0,86000US33947,60853.0,8.04,731.0,No
33948,17122.0,1516.0,15260.0,15446.0,1676.0,86000US33948,58775.0,10.98,1863.0,No
33949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33950,23299.0,453.0,22342.0,21742.0,1557.0,86000US33950,77154.0,9.88,2282.0,No
33951,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33952,33390.0,3836.0,28763.0,29483.0,3907.0,86000US33952,51793.0,18.27,6028.0,No
33953,6741.0,157.0,6398.0,6556.0,185.0,86000US33953,64637.0,9.85,664.0,No
33954,10573.0,1031.0,9181.0,9865.0,708.0,86000US33954,66420.0,7.9,821.0,No
33955,11436.0,1018.0,10110.0,10536.0,900.0,86000US33955,80545.0,9.13,912.0,No
33956,3489.0,0.0,3468.0,3489.0,0.0,86000US33956,59309.0,11.46,400.0,No
33957,7319.0,31.0,7142.0,7261.0,58.0,86000US33957,129223.0,6.65,486.0,No
33960,672.0,0.0,664.0,631.0,41.0,86000US33960,52974.0,12.35,82.0,No
33965,1735.0,290.0,1480.0,1465.0,270.0,86000US33965,N/A,N/A,N/A,No
33966,10065.0,533.0,8882.0,9125.0,940.0,86000US33966,75811.0,3.45,347.0,No
33967,25129.0,1317.0,22425.0,19443.0,5686.0,86000US33967,76114.0,16.26,4084.0,No
33970,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
33971,27941.0,7137.0,19420.0,17164.0,10777.0,86000US33971,53217.0,17.88,4972.0,No
33972,15515.0,2993.0,12780.0,11305.0,4210.0,86000US33972,61988.0,13.96,2149.0,No
